Gene,Module
VIM,module_6
VIPR1,module_6
VIPR2,module_6
BEST1,module_6
MPPED2,module_6
TRPV1,module_6
VRK1,module_6
VRK2,module_6
VSNL1,module_6
VTN,module_6
MYRF,module_6
VWF,module_6
WARS1,module_6
WAS,module_6
WIPF1,module_6
TMEM258,module_6
CLIP2,module_6
LAT2,module_1
CORO2A,module_6
WEE1,module_6
WFS1,module_6
NELFA,module_6
DAGLA,module_6
WNT3,module_6
WNT5A,module_6
WNT6,module_6
WNT7A,module_6
WNT8A,module_2
WNT10B,module_6
WNT11,module_6
WNT2B,module_6
WNT9B,module_6
GET1,module_6
WRN,module_6
XBP1,module_6
XDH,module_6
XK,module_6
XPA,module_6
XPC,module_6
CSKMT,module_6
XPNPEP1,module_6
XRCC1,module_6
XRCC2,module_6
XRCC3,module_6
XRCC4,module_6
FMNL1,module_6
CEMP1,module_6
YES1,module_6
YY1,module_6
LDLRAD4,module_6
YWHAE,module_6
YWHAH,module_6
YWHAZ,module_6
ZFP36,module_6
ZFP37,module_6
PTTG1IP,module_6
ZBTB14,module_6
ZFPL1,module_6
ZFX,module_6
ZFY,module_6
ZIC1,module_6
ZNF2,module_6
CFAP410,module_6
ZNF3,module_6
ZNF711,module_6
ZNF7,module_6
ZNF8,module_6
ZNF10,module_6
ZNF12,module_6
ZNF14,module_6
ZNF708,module_6
ZNF16,module_6
ZNF17,module_1
ZNF18,module_6
ZNF19,module_6
ZNF182,module_6
TMEM50B,module_6
ZNF22,module_6
ZNF23,module_6
ZNF26,module_6
ZNF28,module_6
ZSCAN20,module_6
MPPED1,module_6
ZNF32,module_6
ZNF33A,module_6
ZNF33B,module_6
ZNF35,module_6
ZNF37A,module_6
ZSCAN21,module_6
CA1,module_6
ZNF41,module_6
MZF1,module_6
ZNF43,module_6
ZNF45,module_6
ZBTB25,module_6
CA2,module_6
CA3,module_6
CA4,module_6
ZNF69,module_6
ZNF70,module_6
ZNF74,module_6
ZNF75D,module_6
ZNF75A,module_6
CA5A,module_6
ZNF79,module_6
ZNF84,module_6
ZNF221,module_6
ZNF85,module_6
ZNF90,module_6
ZNF91,module_6
ZNF99,module_6
CA7,module_6
CA8,module_6
ZNF222,module_6
ZNF121,module_6
SYS1-DBNDD2,module_6
ZNF124,module_6
PRCD,module_6
RELL1,module_6
PSAPL1,module_6
ZNF132,module_6
ZNF133,module_6
ZNF134,module_6
ZNF135,module_6
ZNF136,module_3
ZNF138,module_6
ZNF140,module_6
CA11,module_6
ZNF141,module_6
ZNF143,module_6
PCGF2,module_6
ZBTB16,module_6
ZNF146,module_6
TRIM25,module_6
ZNF148,module_6
ZBTB17,module_6
CA12,module_6
ZNF155,module_6
ZNF157,module_6
VEZF1,module_6
ZNF165,module_6
TRIM26,module_6
ZNF174,module_6
ZNF175,module_6
CACNA1A,module_6
ZNF177,module_6
RNF112,module_5
ZNF180,module_4
RNF113A,module_6
ZNF184,module_6
ZNF185,module_6
CACNA1B,module_6
ZSCAN26,module_6
ZNF189,module_6
ZKSCAN8,module_5
ZSCAN9,module_6
ZNF195,module_6
CACNA1C,module_6
ZNF200,module_6
ZNF202,module_6
ZNF205,module_6
ZNF208,module_6
CACNA1D,module_6
ZNF213,module_6
ZNF214,module_6
ZNF215,module_6
ZFAND5,module_6
ZNF217,module_6
ZNF223,module_6
ZNF224,module_6
ZNF225,module_6
ZNF226,module_6
CACNA1E,module_6
ZNF227,module_6
ZNF112,module_6
ZNF229,module_6
ZNF230,module_6
ZNF236,module_6
SLC30A1,module_6
CACNA1F,module_6
SLC30A4,module_6
ZP3,module_6
ZXDA,module_6
CACNA1S,module_6
ZYX,module_6
LUZP1,module_6
DDR1,module_6
DNALI1,module_5
PTP4A1,module_6
LRP8,module_6
LAPTM5,module_6
TVP23A,module_6
BSND,module_6
CACNA2D1,module_6
DAP3,module_6
CACNB1,module_6
CACNB2,module_2
BTG2,module_6
PXDN,module_6
CACNB3,module_6
ALMS1,module_4
MOGS,module_6
RNF103,module_6
TUBA1A,module_6
PAX8,module_6
CACNB4,module_6
IL1R2,module_6
MALL,module_6
CXCR4,module_6
FZD5,module_6
BRPF1,module_6
IFRD2,module_6
MAPKAPK3,module_6
SEMA3B,module_6
MANF,module_6
USP7,module_6
RAB7A,module_6
SLC25A20,module_6
KCNAB1,module_6
SLBP,module_6
CRELD1,module_6
MRPL57,module_6
COLEC11,module_6
OTUB2,module_6
PCYOX1L,module_6
PRR14,module_6
HROB,module_6
CYREN,module_6
GDAP1L1,module_6
LRFN4,module_6
CAD,module_6
AUNIP,module_6
VKORC1,module_6
TRIR,module_6
MIS12,module_6
CUEDC2,module_6
SCNM1,module_6
METRN,module_4
DBNDD1,module_6
DDX50,module_6
CAMKV,module_6
GGCT,module_6
GID4,module_6
CENPM,module_6
C7orf25,module_6
TMEM106C,module_6
NUP37,module_6
AHNAK,module_6
ZNF655,module_6
AFG2B,module_6
ST8SIA4,module_6
PDCL3,module_6
INTS15,module_1
NABP2,module_6
KXD1,module_6
ZFYVE21,module_6
DDX54,module_6
TSEN34,module_6
KCTD15,module_6
SECISBP2,module_6
REEP5,module_6
NOC4L,module_6
ALG8,module_6
TRPM8,module_6
PRRG4,module_6
PRRG3,module_6
ASPSCR1,module_6
TMEM223,module_6
ATG9A,module_6
METTL16,module_6
POGLUT2,module_6
ELOVL6,module_6
FASTKD3,module_6
TMEM109,module_6
C2orf49,module_6
DSCC1,module_6
DCTPP1,module_6
C1orf50,module_6
CCDC86,module_6
LBHD1,module_6
MLPH,module_6
WDR77,module_6
SLC25A23,module_6
SMIM7,module_6
ZNF426,module_6
TMUB2,module_6
TRAPPC6A,module_6
METTL22,module_6
CHAC1,module_6
BBLN,module_6
UQCC3,module_6
CSTPP1,module_6
C1orf116,module_6
TAF1D,module_6
RNF26,module_6
DEK,module_6
DHX58,module_6
NDUFAF5,module_6
TMEM185B,module_6
APOO,module_6
DERL1,module_6
CCDC28B,module_6
PHF23,module_6
MBOAT7,module_6
PPDPF,module_6
CHCHD7,module_6
FKRP,module_6
MMP28,module_6
ZSCAN5A,module_6
ALDH5A1,module_6
FA2H,module_6
DHRS11,module_6
PLEKHF1,module_6
MFSD11,module_6
GNPTAB,module_6
NOL12,module_6
PRRC2A,module_6
TMEM243,module_6
LENG1,module_6
LILRA6,module_6
C1orf35,module_6
BAG6,module_6
RBM42,module_6
BRME1,module_6
CRELD2,module_6
ZNF343,module_6
FBXL15,module_6
ZNF576,module_6
THTPA,module_6
GPANK1,module_6
EFHD2,module_6
BRCC3,module_6
FSD1,module_6
TMEM43,module_6
DDX39B,module_6
IRX3,module_6
IRX1,module_6
ABHD16A,module_6
SLC39A7,module_6
THOC6,module_6
HSD17B8,module_6
ZNF557,module_6
OR13A1,module_6
CALB1,module_6
OR2H2,module_6
NELFE,module_6
CPLANE2,module_6
ZXDC,module_6
BHLHE41,module_6
HMGN5,module_6
B3GNT4,module_6
CALB2,module_6
LST1,module_6
NOX5,module_6
PLA2G7,module_6
GLB1L,module_6
LRFN3,module_6
CYBC1,module_6
TFEB,module_6
HAUS3,module_6
LRRC2,module_6
FYCO1,module_6
WDR25,module_6
PAGR1,module_6
ULBP3,module_6
OR2A4,module_6
RIPOR1,module_6
MAIP1,module_6
EPM2A,module_6
NKAIN1,module_6
GCC1,module_6
ATP13A3,module_6
TTC13,module_6
EPS8L3,module_6
NKAP,module_6
SLC52A2,module_6
SPAG16,module_6
TMEM231,module_6
CORO7,module_6
CHPF,module_6
CARS2,module_6
RNF128,module_6
MRPL24,module_6
ARMH3,module_6
MUL1,module_6
SAP130,module_6
OBI1,module_6
CEP97,module_6
CALCA,module_6
TCTN1,module_6
ADIPOR2,module_6
PGBD5,module_6
VCPKMT,module_6
ACSS3,module_6
NAA16,module_6
CCNJL,module_6
HMBOX1,module_6
RNASEH2B,module_6
SNRNP25,module_6
GALNT14,module_6
ARMT1,module_6
NDNF,module_6
OGFRL1,module_6
SH3TC2,module_6
OCEL1,module_6
C1orf54,module_6
EFL1,module_6
FAM184A,module_6
FAT4,module_6
SCRN3,module_6
CCDC121,module_6
ARMC7,module_6
TMEM53,module_6
ROGDI,module_6
ARSJ,module_6
CHMP6,module_6
SRD5A3,module_6
CLXN,module_6
MCPH1,module_6
MAP7D3,module_6
AIMP2,module_6
USB1,module_6
RHBDF2,module_6
TMEM204,module_6
HECTD3,module_6
BEND5,module_6
ARHGAP10,module_6
DYNC2H1,module_6
PPP1R3B,module_6
NEIL1,module_6
HSPBAP1,module_6
ICE2,module_6
PLEKHF2,module_6
PARP8,module_6
TUT7,module_6
NLRX1,module_6
ZNF329,module_6
VEPH1,module_6
FASTKD1,module_6
OGFOD2,module_1
SMC6,module_5
VTCN1,module_6
RTL10,module_6
CENPU,module_6
ZDHHC14,module_6
SAP30L,module_6
STEAP4,module_6
GAL3ST4,module_6
QTRT2,module_6
ZNF322,module_6
MANEA,module_6
GALNT12,module_6
ZC2HC1C,module_6
RIOX1,module_6
ZMAT4,module_6
ZYG11B,module_6
CALCB,module_6
OGFOD3,module_6
TOP6BL,module_6
PRKRIP1,module_5
NOL9,module_6
COLGALT1,module_6
MORC4,module_6
GTDC1,module_6
IGFLR1,module_6
CCDC51,module_6
NPEPL1,module_6
PPCS,module_6
TBL1XR1,module_2
AAGAB,module_6
VPS37B,module_6
ANKRD55,module_6
SUV39H2,module_6
ZNF768,module_6
THAP9,module_6
WDR59,module_6
PALB2,module_6
SH3D21,module_6
NSUN7,module_6
KCTD17,module_6
TBC1D17,module_6
TEFM,module_6
BBS10,module_6
ZBBX,module_6
CCDC7,module_6
DIPK2B,module_6
ZNF419,module_6
CLIP4,module_6
ECHDC3,module_6
ADGB,module_6
MAFK,module_6
ZNF385D,module_6
SLC25A22,module_6
ZFAND1,module_6
SNIP1,module_6
ASB13,module_6
ZNF750,module_6
DHRS12,module_6
ZNF668,module_6
GEMIN7,module_6
C1orf115,module_6
ISOC2,module_6
ELMO3,module_2
KATNBL1,module_6
TXNDC15,module_6
MCTP1,module_6
GRTP1,module_6
MICALL2,module_6
MTERF1,module_6
CCDC82,module_6
LRRC31,module_6
SUGCT,module_6
MYH14,module_6
RERGL,module_6
KLHL36,module_6
ZNF665,module_6
CLMN,module_6
SEM1,module_6
FBXO31,module_6
ALG9,module_6
ZNF408,module_6
ARMC5,module_6
TFPI2,module_6
CARF,module_6
SHCBP1,module_4
HPS6,module_6
VASH2,module_6
GSTCD,module_6
TTC21B,module_6
PTCD2,module_6
SLTM,module_6
MMRN2,module_6
EHMT1,module_6
AGMAT,module_6
NIPAL2,module_6
TLE6,module_6
MOB3B,module_6
ZNF552,module_6
DNAI4,module_6
ST7,module_2
ARHGAP28,module_6
CAMKMT,module_6
EFCC1,module_6
CLMP,module_4
METTL8,module_6
NAA40,module_6
ZMYM1,module_6
KDM8,module_6
QSER1,module_6
GEMIN6,module_6
PEAK1,module_6
LONRF3,module_6
PIP4K2C,module_6
TMC5,module_6
CCDC102B,module_6
NHEJ1,module_6
AGBL2,module_6
ZBTB3,module_6
ZDHHC11,module_6
RNF122,module_6
CFAP69,module_6
MFSD13A,module_6
NHERF4,module_6
TLCD3A,module_6
EPHX3,module_6
TM4SF20,module_6
SNX22,module_6
NEK11,module_6
ZNF669,module_6
RBFA,module_6
JHY,module_6
BORA,module_6
TCTN2,module_6
ALG13,module_6
CPSF7,module_6
BAALC,module_6
RPAP2,module_6
CBLL1,module_6
NUDT18,module_6
RABEP2,module_6
THSD4,module_6
UBA5,module_6
DCAKD,module_6
CCDC134,module_6
ZNF212,module_1
PODNL1,module_6
MAP9,module_6
HDAC11,module_6
CAAP1,module_2
PLBD1,module_6
RIN3,module_6
ZNF671,module_6
MCMBP,module_6
GGNBP2,module_6
ZNF672,module_6
ATP8B4,module_6
THNSL1,module_6
RPP21,module_6
ZNF613,module_6
PRR5L,module_6
CALCR,module_6
CYBRD1,module_6
NUP85,module_6
NAA60,module_6
TMC7,module_6
MORN1,module_6
BTNL8,module_6
TUSC3,module_6
PYROXD1,module_6
ACTR5,module_6
ATAD5,module_6
MAGIX,module_6
SETD6,module_1
MAB21L4,module_6
TCEAL4,module_6
MRM1,module_6
NANOG,module_6
SPEF2,module_6
FAM110D,module_6
MAP6D1,module_6
UBXN8,module_6
DOK3,module_6
TNIP3,module_6
KIAA0319L,module_6
COQ8B,module_6
CCNP,module_6
CNTNAP3,module_6
SLC35E1,module_6
KAT6A,module_6
L2HGDH,module_6
DHDDS,module_6
PLPPR3,module_6
SYNDIG1,module_6
NOL10,module_6
ERMP1,module_6
PAQR6,module_6
DENND1C,module_6
CEP76,module_6
JADE1,module_6
DENND2D,module_6
DNAJC22,module_5
WDR76,module_6
WLS,module_6
ZNF442,module_6
CPED1,module_6
GRHL2,module_6
DSN1,module_6
FRMD1,module_6
SVEP1,module_6
IFT56,module_6
STN1,module_6
ELOVL7,module_6
ANKRD53,module_6
CALD1,module_6
PSCA,module_6
GREB1L,module_6
PCNX2,module_6
ESRP2,module_6
DOCK5,module_6
TRAPPC13,module_6
C10orf88,module_6
TMEM156,module_6
GLRA3,module_6
RMI1,module_6
PSME3IP1,module_6
PHC3,module_6
WWC2,module_3
DGLUCY,module_6
NAA25,module_6
UBTD1,module_6
FOXRED2,module_6
TMEM62,module_6
MYO15B,module_6
NRSN2,module_6
SLC8B1,module_6
PANK2,module_6
FBXL18,module_6
TRPM3,module_6
GPR157,module_6
PGAP1,module_6
LRRTM4,module_6
ATF7IP2,module_6
DCAF17,module_6
ADAMTS20,module_6
CCDC15,module_6
TUBA4B,module_6
ZNF606,module_6
MZT2B,module_6
CALM1,module_6
ZFP2,module_6
ZNF614,module_6
BICC1,module_6
BAIAP2L2,module_6
PIF1,module_6
MAP3K19,module_6
VCPIP1,module_6
TRIM46,module_6
CCDC170,module_6
NR4A3,module_6
MROH9,module_6
RPF1,module_6
ZNF703,module_6
SIKE1,module_6
FRAS1,module_6
THOC7,module_6
UXS1,module_6
ZC3H12A,module_6
ASRGL1,module_6
CENPT,module_6
EDC3,module_6
NAA15,module_6
CWH43,module_5
PGGHG,module_6
PRR36,module_6
ABHD18,module_6
CTC1,module_6
IFT74,module_6
SPSB1,module_6
MYCT1,module_6
TEDC2,module_6
RUBCNL,module_6
CEP290,module_6
TTI2,module_6
BRD3,module_6
TMEM134,module_1
TMEM254,module_6
MUS81,module_6
HKDC1,module_6
FBXO11,module_6
CHD9,module_6
FHOD3,module_6
OPA3,module_6
PROSER1,module_6
CCDC92,module_6
TM2D3,module_6
ALPK1,module_6
CFAP43,module_6
NAA50,module_6
ACSF2,module_6
TARS2,module_6
RAB11FIP1,module_6
NUBPL,module_6
ORAI2,module_6
RUFY1,module_6
WDR26,module_6
FAAP100,module_6
PIGZ,module_6
ELL3,module_6
PREX2,module_6
CEP63,module_6
SLC35F5,module_6
ATOSB,module_6
EFHC2,module_6
PHAF1,module_6
TRIM45,module_6
EDEM3,module_6
HSD3B7,module_6
ITPKC,module_6
GRPEL1,module_6
SCUBE1,module_6
CDK5RAP3,module_6
MLLT10,module_6
CUBN,module_6
MTERF2,module_6
PLEKHO2,module_6
EFHD1,module_6
WDCP,module_6
TRABD,module_6
FLAD1,module_6
SPHKAP,module_6
NCOA4,module_6
PDGFD,module_6
KLHL15,module_6
TET1,module_6
LRRC27,module_6
EPC1,module_6
CPEB4,module_6
ZKSCAN3,module_6
CEP70,module_6
CCDC68,module_6
PUS1,module_6
ABTB1,module_6
WNT10A,module_6
ULBP2,module_2
DNAJC5,module_6
ADAM33,module_5
KCNIP4,module_6
WDR82,module_6
PABPC1L,module_6
PNPLA3,module_6
SLC25A16,module_6
SEL1L2,module_5
DCAF11,module_6
ZSCAN16,module_5
REEP4,module_6
SKIC8,module_6
TNKS2,module_6
ADAM12,module_6
PDCD1LG2,module_6
CD276,module_6
RASSF7,module_6
CSRP3,module_6
CALM2,module_6
FOSL1,module_6
CUL5,module_6
UBXN6,module_6
SLC19A3,module_6
TSGA10,module_6
AKNA,module_6
PBX4,module_6
SLC35G2,module_6
ACAD10,module_6
SRCIN1,module_6
IQCN,module_6
TTYH3,module_6
ARHGAP39,module_6
THSD7B,module_6
VWA7,module_6
MPIG6B,module_6
LY6G6C,module_6
LY6G5C,module_6
PRR3,module_6
THUMPD2,module_6
TSEN2,module_6
AARSD1,module_6
TMEM121,module_6
PRR7,module_6
KHDC1,module_6
ITIH5,module_6
SPX,module_6
STARD5,module_6
CPTP,module_6
LIMD2,module_6
TMEM177,module_6
B9D2,module_6
ZNF34,module_6
USP5,module_6
COL18A1,module_6
INTS5,module_6
MLF2,module_6
CMIP,module_6
CALM3,module_6
ASXL3,module_6
CEP44,module_6
ZNF436,module_6
SSPN,module_6
EEPD1,module_6
GPRASP3,module_6
DUSP16,module_6
APOL6,module_6
APOL5,module_6
APOL4,module_6
APOL3,module_6
TAS1R2,module_6
KMT2D,module_6
SH3BP5L,module_6
GRIP2,module_6
KDM7A,module_6
SETD7,module_6
AAAS,module_6
PRRT1,module_6
EGFL8,module_6
YEATS4,module_6
ILKAP,module_6
NPL,module_6
HMGA2,module_6
TMPRSS5,module_6
CDK2AP1,module_6
ACTN4,module_6
IFT88,module_6
GJA9,module_6
TUBB1,module_5
WNT5B,module_6
KCNH6,module_6
COLEC12,module_6
CLPTM1L,module_6
CALR,module_6
DPF3,module_6
GPR68,module_6
ANP32A,module_6
ST8SIA2,module_6
GAN,module_6
CAMK4,module_6
SLC7A5,module_6
OR2L5,module_6
OR2C3,module_6
TAF15,module_6
POLR2M,module_6
PTDSS2,module_6
GPR63,module_6
CFHR5,module_6
CAMK2A,module_6
DCSTAMP,module_6
HM13,module_6
RND2,module_6
MOB2,module_6
SGPP1,module_6
SLC38A1,module_6
TMX1,module_6
LRRC3,module_6
GDPD5,module_6
FBXO38,module_6
TDRD3,module_6
STMN4,module_6
VOPP1,module_6
CYRIA,module_6
RCC1L,module_6
YIPF5,module_6
INTS14,module_6
FAM117A,module_6
TRIM11,module_6
LMAN2L,module_6
C1orf21,module_6
NDEL1,module_6
TXNDC5,module_6
PDRG1,module_6
ANKRD13C,module_6
APOLD1,module_6
GFOD2,module_6
COL21A1,module_6
CAMK2B,module_6
CDADC1,module_6
URM1,module_6
LBH,module_6
NECTIN4,module_6
FIP1L1,module_6
SNX27,module_6
COIL,module_6
ANP32E,module_6
NIPA2,module_6
TMEM163,module_6
CAB39L,module_6
ITM2C,module_6
TSPAN14,module_6
CDT1,module_6
KAZALD1,module_6
UNC93B1,module_6
DIAPH3,module_6
SHCBP1L,module_6
TRMT1L,module_6
TSC22D4,module_6
TSSK3,module_6
MAP1LC3B,module_6
AKAP1,module_6
CCNL2,module_6
VMP1,module_6
C6orf62,module_6
ISCA1,module_6
REXO5,module_6
AMN,module_6
CAMK2D,module_6
SLC14A2,module_6
DOCK8,module_6
PPP1R14C,module_6
MADCAM1,module_6
ELL,module_6
TRIM7,module_6
NUAK2,module_6
TIGD6,module_6
ADAMTS12,module_6
SLCO5A1,module_6
CAMK2G,module_6
NETO2,module_6
NETO1,module_6
SPACA1,module_6
VANGL1,module_6
TRIM56,module_6
SBF2,module_6
SPRY4,module_6
ST6GALNAC5,module_6
TMEM14B,module_6
SFXN3,module_6
ZNF611,module_6
MED25,module_6
SHARPIN,module_6
ZNF239,module_6
ARPC5L,module_6
ISG20L2,module_6
LAS1L,module_6
HYI,module_6
FAHD1,module_6
SYMPK,module_6
QTRT1,module_6
SLIRP,module_6
SLC25A28,module_6
CAMLG,module_6
CLPP,module_6
ABHD17A,module_6
CABLES2,module_6
SEH1L,module_6
DPF1,module_6
KIF18A,module_6
ZNF93,module_6
HDHD3,module_2
MKKS,module_6
CAMP,module_6
NRIP1,module_6
CHAF1B,module_6
GATD3,module_6
DGCR6,module_6
CLTCL1,module_6
CAPG,module_6
ESS2,module_6
SYN3,module_6
PUDP,module_6
AKAP17A,module_6
PNPLA4,module_6
CAPN1,module_6
ZRSR2,module_6
USP9X,module_6
CAPN2,module_6
RBM10,module_6
KDM5C,module_6
SMC1A,module_6
CAPN3,module_6
NAA10,module_6
UBL4A,module_6
TMEM187,module_6
LAGE3,module_6
SLC10A3,module_6
CAPS,module_6
KDM5D,module_6
USP9Y,module_6
ARID1A,module_6
DYSF,module_6
COLQ,module_6
SERF1A,module_6
TRRAP,module_6
PICALM,module_6
SNN,module_6
ACOX2,module_6
ACOX3,module_6
AXIN1,module_6
AXIN2,module_6
BAP1,module_6
BRAP,module_6
CDC7,module_6
CDC45,module_6
CAPZB,module_6
EOMES,module_6
FZD1,module_6
FZD4,module_6
FZD6,module_6
FZD7,module_6
PCDH11Y,module_6
FZD9,module_6
CARS1,module_6
H2AC6,module_6
H2AC17,module_6
H2AC18,module_6
H2AC20,module_6
PITPNM3,module_6
CASP1,module_6
ELOVL3,module_6
FCRL4,module_6
TCF7L1,module_6
SH3BGRL3,module_6
SF3B5,module_6
INO80B,module_6
GSG1,module_6
PUS7L,module_6
PMFBP1,module_6
DRC3,module_6
ABHD11,module_6
RAB33B,module_6
EMC6,module_6
CDCA3,module_6
MXD3,module_6
APH1B,module_6
GLT8D2,module_6
DOHH,module_6
ARHGAP24,module_6
DDX59,module_6
PUS3,module_6
EPPK1,module_6
SCRT1,module_6
H2BC21,module_6
CASP2,module_6
ODAD4,module_6
CHST9,module_6
NUF2,module_6
FAM110A,module_6
AIF1L,module_6
DNAL1,module_6
RTBDN,module_6
RILP,module_6
COG3,module_6
UCK1,module_6
MFRP,module_6
TMUB1,module_6
THAP2,module_6
AKR1E2,module_3
RASSF5,module_6
NUDT12,module_6
SOX7,module_6
BCL2L12,module_6
CASP3,module_6
H4C4,module_6
TMEM47,module_6
CCM2,module_6
GUCD1,module_6
AMMECR1L,module_6
C18orf21,module_6
H4C12,module_6
H4C11,module_6
C19orf12,module_6
ZMIZ2,module_6
C11orf68,module_6
H4C3,module_6
RAMAC,module_6
FAM107B,module_6
SELENOO,module_6
CCDC3,module_6
FAM167A,module_6
H4C8,module_6
DYNLRB2,module_6
DYNLRB1,module_6
TEKT1,module_6
TLN2,module_6
MS4A8,module_6
PARP9,module_6
SESN2,module_4
H4C5,module_6
CRISPLD1,module_6
HSDL1,module_6
RPS6KL1,module_6
RHNO1,module_6
TRAPPC9,module_6
SLC4A9,module_6
CALN1,module_6
CASP4,module_6
JAM3,module_1
TRPT1,module_6
NRIP2,module_6
CRISPLD2,module_6
HYAL3,module_6
INHBE,module_6
SLC25A18,module_6
ATG10,module_6
MARVELD1,module_6
GRWD1,module_6
ZNF484,module_6
L3MBTL2,module_5
RBP5,module_6
RBM4B,module_6
FRMD8,module_6
ARMC10,module_6
MAD1L1,module_6
NME5,module_6
USP26,module_6
SYT15,module_6
ESYT3,module_2
SYT16,module_6
SETDB2,module_6
ROPN1L,module_6
ANGPTL6,module_6
KLF16,module_6
FSD1L,module_6
TMTC1,module_6
ATAD3B,module_6
TAF3,module_6
RSPH3,module_6
TMEM120A,module_6
RAB34,module_6
HMCN1,module_6
GPR61,module_6
TBC1D10A,module_6
BCO2,module_6
MRO,module_6
TM2D2,module_6
CDCA7,module_6
MIXL1,module_6
TSPAN10,module_6
PRSS27,module_6
WDR87,module_6
SPATA9,module_6
SNX25,module_6
KCTD10,module_6
TTC29,module_6
CASP6,module_6
STK40,module_6
SPRTN,module_6
HDAC10,module_6
RASSF4,module_6
LRMDA,module_6
PIP5K1A,module_6
TATDN1,module_6
TM2D1,module_6
IMMP2L,module_6
PIP5K1B,module_6
SLC4A11,module_6
PIP4K2B,module_6
PLA2G6,module_6
IFI27L2,module_6
SPNS1,module_6
FAM234A,module_6
CCDC8,module_6
NCALD,module_6
BRIP1,module_6
KREMEN1,module_6
CASP7,module_6
B3GNT5,module_6
SLC25A11,module_6
OBSCN,module_6
EMILIN2,module_6
SPARCL1,module_6
KATNAL1,module_6
MND1,module_6
WDR54,module_6
ADGRV1,module_6
SRPX,module_6
RBM48,module_6
MAGT1,module_6
DTNBP1,module_6
HDHD2,module_6
TMEM222,module_6
FHIP1B,module_6
SLC10A7,module_6
TAGLN2,module_6
ARMC2,module_6
HORMAD1,module_2
MYCBPAP,module_6
QRICH2,module_6
TKTL2,module_6
C3orf20,module_6
ANKRD27,module_6
ULK1,module_6
ENKD1,module_6
NSRP1,module_6
ZRANB3,module_6
FBXO30,module_6
UXT,module_6
CASP8,module_6
ARL6,module_6
USP44,module_6
SLC41A2,module_6
PCBD2,module_6
PRAM1,module_6
ZIC4,module_6
PCGF6,module_6
QRFPR,module_6
EEA1,module_6
BCAR3,module_6
ZNF394,module_6
LRRIQ1,module_6
ATRIP,module_6
WDR75,module_6
ACAD11,module_6
CEP78,module_6
USP42,module_6
ZNRF3,module_6
TOMM40L,module_6
UTP15,module_6
SLC7A6OS,module_6
FAM161A,module_3
ABRAXAS1,module_6
SYDE2,module_6
ZNF644,module_6
KAT8,module_6
PPP1R1B,module_6
RNASEH2C,module_6
RPF2,module_6
ARID5B,module_6
ANXA9,module_6
GTF2IRD2,module_6
ASCC2,module_6
NLRC5,module_6
C19orf44,module_6
ANTXR1,module_6
POLR1B,module_3
ELMOD3,module_6
MINDY4,module_6
ZCCHC7,module_6
TMEM164,module_6
SLITRK6,module_6
METTL25,module_6
CIAO2A,module_6
USP48,module_6
POMK,module_6
CASP9,module_6
TXNDC2,module_6
MEX3B,module_5
ANKRD20A1,module_6
ZNF541,module_6
TMEM117,module_6
ZMYND12,module_6
WDR24,module_6
SPATC1L,module_6
IQCG,module_6
NBPF3,module_6
SPATA31H1,module_6
DRC7,module_6
LRRC8C,module_6
TRAF7,module_6
MAF1,module_6
TMEM126A,module_6
RHBDD1,module_6
ATP13A4,module_6
BBOX1,module_6
ZCCHC9,module_6
ZDHHC18,module_6
MRI1,module_6
MED10,module_6
RTL6,module_6
PSD2,module_6
LTBP4,module_6
SLF1,module_6
SGIP1,module_6
GARNL3,module_6
CAMKK1,module_6
SLC37A3,module_6
FLYWCH1,module_6
DCUN1D5,module_6
TCHP,module_3
FBXW9,module_6
PSMG3,module_6
HSDL2,module_5
HAGHL,module_6
POLR3GL,module_3
ALKBH7,module_6
QNG1,module_6
RPAIN,module_6
CHCHD5,module_6
ZNF282,module_6
CARD19,module_6
POLDIP3,module_6
NOA1,module_6
COQ5,module_6
SLC25A33,module_6
PRADC1,module_6
C2orf88,module_6
RNF135,module_1
NTPCR,module_6
EIF1AD,module_6
TMEM175,module_6
ZDHHC16,module_5
ING5,module_6
WDR83,module_6
PRXL2A,module_6
PHF6,module_6
GINS4,module_6
MIEN1,module_6
CASP10,module_4
UQCC2,module_6
CHCHD6,module_6
NUDT22,module_6
PYM1,module_6
PDCD2L,module_6
NUDT16L1,module_6
C7orf50,module_6
MRPL45,module_6
BRMS1L,module_6
VPS25,module_6
TMEM107,module_6
MON1A,module_6
NAA38,module_6
CCDC115,module_6
CCDC77,module_6
CMSS1,module_6
ACBD6,module_6
THOC3,module_6
SARNP,module_6
METTL26,module_6
ZBED3,module_6
HVCN1,module_6
ZNF414,module_6
MCRIP2,module_6
DYDC2,module_1
PCGF5,module_6
COA8,module_6
AKT1S1,module_6
ELOF1,module_6
GFM2,module_6
COG8,module_6
HPS3,module_6
CAVIN2,module_6
ARFGAP2,module_6
NIFK,module_6
RASAL1,module_6
RAD54L,module_6
NSMAF,module_6
CASQ1,module_6
NCK2,module_6
ECRG4,module_6
CYSTM1,module_6
GNPAT,module_6
CARD11,module_6
ADGRA1,module_6
ZNF528,module_6
MSANTD4,module_6
HHIPL1,module_6
DYRK3,module_6
RAB11FIP4,module_6
MAML2,module_6
FRMPD3,module_6
DOT1L,module_5
LZTS2,module_6
BRSK1,module_6
ABLIM2,module_6
ZNF333,module_6
DYRK2,module_6
ZNF512,module_6
EFCAB7,module_6
